niche_id,niche,tool,domain,niche_landing_url,facebook_page,linkedin_url,pricing_url,starting_price,pricing_model,founded,headcount,headcount_source_url,funding_status,funding_source_url,review_count,review_source_url,trustmrr_url,notes
121,Funeral homes,CRaKN (Tribute Management Software),unverified,https://www.capterra.com/p/147808/CRaKN/,unverified,unverified,unverified,$165/user/mo per https://www.softwaresuggest.com/crakn,unverified,unverified,unverified,unverified,"listed under Tribute Technology (PE: Carlyle, Vista, Providence) https://tracxn.com/d/companies/tribute-technology/__AWiXRjSmfp5oQFcDFsVOggzDnCuIGuH7ucAAklVH0p8",unverified,unverified,unverified,unverified (host blocked),Mobile-first case management; domain not shown.
121,Funeral homes,Parting Pro (Tribute Technology),partingpro.com,https://partingpro.com/,unverified,unverified,unverified,"unverified (one review cites ~$7,000/yr) https://www.capterra.com/p/179534/Parting-Pro/",contact-sales,unverified,unverified,unverified,integrated into Tribute Technology (acquired by Carlyle & Vista 3 Nov 2020),https://www.tributetech.com/parting-pro,unverified,unverified,unverified (host blocked),Online cremation arrangement/e-commerce for funeral homes; founded by Tyler Yamasaki https://en.wikipedia.org/wiki/Parting.com
121,Funeral homes,Gather,gather.app,https://gather.app/case-management/,https://www.facebook.com/MyGatherApp/,unverified,https://gather.app/pricing/,unverified (one-time activation + monthly subscription; quote),contact-sales,"2016 (Boise/Meridian, ID; Zach Chatterton)",12 (Nov 2020; planned ~20),https://boisedev.com/news/2020/11/04/gather-funerals-meridian-idaho/,$5.04M total; $4M from Pelion Venture Partners,https://www.crunchbase.com/organization/gather-03c0,unverified,unverified,unverified (host blocked),Headcount evidence is from 2020; bonus granted on that basis with age caveat.
121,Funeral homes,Halcyon Death Care Management Solutions,unverified,https://softwarefinder.com/legal/halcyon-death-care-management-solutions,unverified,unverified,unverified,$295/mo start (third-party),contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Domain not shown in results.
128,Nail salons,GlossGenius,glossgenius.com,https://glossgenius.com/customers/nail-salon-software,unverified,unverified,unverified,$24/mo Standard; $48/mo Gold per https://www.glossystack.com/software/glossgenius,self-serve public price,2015 (Danielle Cohen Shohet & Karim Butt),378 (May 26 2026),https://tracxn.com/d/companies/glossgenius/__yqHw6adfzYOyRIfw2XncAVTsD46xwdsHiaajGupxhIM,~$70M total; Series C $28M led by L Catterton at $510M valuation,https://beautymatter.com/articles/glossgenius-closes-28-million-series-c,unverified,unverified,unverified (host blocked),Beauty-vertical booking/POS with dedicated nail-salon landing page.
128,Nail salons,Mangomint,mangomint.com,https://glossgenius.com/blog/vagaro-vs-mangomint,unverified,unverified,unverified,$165/mo Essentials (2-10 providers); $165-$375 tiers per https://pabau.com/blog/mangomint-pricing/,self-serve public price,"2017 (Daniel Lang, Dan Poineau, Sandra Huber)",132,https://pitchbook.com/profiles/company/431644-69,Series A $13M (OpenView); Series B $35M (Altos Ventures),https://www.yahoo.com/news/cold-email-vc-helped-salon-204500362.html,unverified,unverified,unverified (host blocked),Salon/spa software; named as 'best overall' for nail salons in roundups.
128,Nail salons,Vagaro,vagaro.com,https://www.vagaro.com/learn/vagaro-vs-glossgenius-pricing-features-comparison,unverified,unverified,unverified,$23.99/mo base + $10 per additional calendar up to $83.99,self-serve public price,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Beauty-vertical; recommended for 2+ tech nail salons per https://www.guideflow.com/blog/nail-salon-software
128,Nail salons,Fresha,unverified,https://www.guideflow.com/blog/nail-salon-software,unverified,unverified,unverified,free core platform (no monthly fee),free,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Domain not shown in results.
128,Nail salons,Zenoti,zenoti.com,https://www.zenoti.com/thecheckin/nail-salon-software-guide,unverified,unverified,unverified,unverified,contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Enterprise beauty platform for multi-location nail chains; pricing not in results.
128,Nail salons,Boulevard,joinblvd.com,https://www.joinblvd.com/blog/best-nail-salon-software,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Salon/spa platform named via its own nail-salon roundup; pricing not in results.
135,Optometry practices,RevolutionEHR (Rev360),revolutionehr.com,https://www.revolutionehr.com/,unverified,unverified,https://www.revolutionehr.com/pricing,$319/mo Core start (per doctor); Advanced ~$660/mo per https://softwarefinder.com/emr-software/revolutionehr ; saasworthy lists $385,self-serve public price,"2007 (Louisville, CO)",unverified,unverified,"PE-owned (Otter Capital, Peterson Partners); RevolutionEHR acquired by RevOptix per PEAK Technology Partners",https://mergr.com/company/rev360,unverified,unverified,unverified (host blocked),Cloud-native optometry EHR/PM incumbent; publishes 'starting at' price.
135,Optometry practices,Crystal PM,crystalpm.com,https://www.crystalpm.com/practice-management/,unverified,https://www.linkedin.com/company/crystal-practice-management,unverified,$79/user/mo start (third-party) per https://www.itqlick.com/compare/crystal-practice-management/revolutionehr,self-serve public price,"2004 (Austin, TX)",15 (rocketreach); 27 and 50 in other sources,https://rocketreach.co/crystal-practice-management-profile_b6a5d461c87e728f,single seed round 2025,https://tracxn.com/d/companies/crystal-practice-management/__se9MA2_UlzYik5CkpAuSH0NLfncZvHJyZGvuLSuhgM0,unverified,unverified,unverified (host blocked),Headcount sources conflict (15/27/50); bonus granted on the sub-50 figures with caveat.
135,Optometry practices,Eyefinity (VSP Vision),eyefinity.com,https://www.eyefinity.com/products/solutions/eyefinity-practice-management.html,unverified,unverified,unverified,unverified,contact-sales,unverified,unverified,unverified,affiliated with VSP Vision,https://us.fitgap.com/products/023462/eyefinity-officemate,unverified,unverified,unverified (host blocked),Encompass / OfficeMate / ExamWRITER; does not publish pricing.
135,Optometry practices,MaximEyes (First Insight),maximeyes.com,https://www.maximeyes.com/about-us/,unverified,unverified,unverified,custom quote only,contact-sales,"1994 (Hillsboro, OR)",~250,https://happierleads.com/companies/first-insight-com,unverified,unverified,unverified,unverified,unverified (host blocked),All-in-one cloud EHR/PM/optical POS.
135,Optometry practices,Compulink Advantage,unverified,https://jeloapp.com/blogs/best-optometry-ehr-software-2026,unverified,unverified,unverified,unverified,contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Does not publish pricing; domain not shown.
135,Optometry practices,Uprise (VisionWeb),unverified,https://softwarefinder.com/emr-software/uprise-ehr,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Cloud EHR/PM by VisionWeb; pricing not in results; domain not shown.
135,Optometry practices,Glasson,glasson.app,https://www.glasson.app/blog/best-optometry-software-in-2026-a-category-by-category-breakdown/,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Emerging optometry software named via its own roundup; pricing not in results.
143,Martial arts schools,Kicksite,kicksite.com,https://kicksite.com/,https://www.facebook.com/kicksite/,unverified,unverified,$49/mo (0-25 students); $99 (26-50); $149 (51-100) per https://www.wodify.com/blog/pricing-guide-martial-arts-software,self-serve public price,"2007 (Overland Park, KS; born out of Taekwondo)",42 (Jun 30 2026),https://tracxn.com/d/companies/kicksite/__U4o3NqAPU8ZYut-X_QmgMTCQVmnFeqOouAaSRXHDM9Q,unfunded,https://tracxn.com/d/companies/kicksite/__U4o3NqAPU8ZYut-X_QmgMTCQVmnFeqOouAaSRXHDM9Q,unverified,unverified,unverified (host blocked),"Martial-arts-only member management (billing, belt promotions, attendance)."
143,Martial arts schools,Spark Membership,sparkmembership.com,https://sparkmembership.com/martial-arts-software/,unverified,unverified,unverified,$249/mo flat ($199/mo promotional lifetime rate) per https://www.dojostack.io/vs/spark-membership-vs-zen-planner,self-serve public price,unverified,unverified,unverified,Crunchbase profile exists https://www.crunchbase.com/organization/spark-membership,unverified,unverified,unverified,unverified (host blocked),"Pompano Beach, FL; co-built with Grand Master Cheong Park (8 schools) https://sparkmembership.com/about/ ; headcount not shown."
143,Martial arts schools,Zen Planner (Daxko),zenplanner.com,https://zenplanner.com/pricing/,unverified,unverified,https://zenplanner.com/pricing/,"$99/mo Studio tier (add-ons: website $99, Engage $249, app $39) per https://1club.ai/blog/best-martial-arts-management-software-2026",self-serve public price,"2006 (Highlands Ranch, CO; Ben Pate)",88 at acquisition (2017),https://www.prnewswire.com/news-releases/daxko-acquires-zen-planner-to-become-preeminent-software-provider-in-member-based-health--wellness-industry-300426349.html,acquired by Daxko 20 Mar 2017,https://www.prnewswire.com/news-releases/daxko-acquires-zen-planner-to-become-preeminent-software-provider-in-member-based-health--wellness-industry-300426349.html,unverified,unverified,unverified (host blocked),"Broad gym/studio platform with belt tracking; 5,500+ gyms/studios at acquisition."
143,Martial arts schools,Gymdesk,gymdesk.com,https://gymdesk.com/blog/best-martial-arts-management-software,unverified,unverified,unverified,$75/mo Micro Gym; $100/$150/$200 tiers per https://www.wodify.com/blog/gymdesk-pricing,self-serve public price,2016 (as 'Martial Arts on Rails'; founder Eran Galperin),unverified,unverified,"bootstrapped to $3M ARR, then Five Elms Capital partnership 2024",https://gymdesk.com/originals/gymdesk-founder-story-eran-galperin,unverified,unverified,unverified (host blocked),"Bootstrapped until 2024 growth-equity deal; headcount not shown, so bonus withheld."
143,Martial arts schools,PushPress,pushpress.com,https://www.pushpress.com/blog/best-martial-arts-management-software,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Gym platform claiming martial-arts-native features; pricing not in results.
151,Golf courses (independent / municipal),foreUP (Clubessential),foreupgolf.com,https://www.foreupgolf.com/,unverified,unverified,https://www.getapp.com/recreation-wellness-software/a/foreup/pricing/,"$70-$130/mo modular 'starting-at' per https://www.guideflow.com/blog/golf-course-management-software ; GetApp: core software price not disclosed (marketing package $700-$2,100/mo)",contact-sales,"2011 (Pleasant Grove, UT)",unverified,unverified,acquired by VC-backed Clubessential Holdings 22 Feb 2021,https://mergr.com/transaction/clubessential-acquires-foreup-golf,unverified,unverified,unverified (host blocked),Tee sheet + POS + billing + marketing; conflicting pricing evidence recorded verbatim.
151,Golf courses (independent / municipal),Lightspeed Golf (Chronogolf),lightspeedhq.com,https://www.lightspeedhq.com/golf/,unverified,unverified,https://www.lightspeedhq.com/golf/pricing/,from $325/mo; trade/hybrid (barter) option on every plan,self-serve public price,unverified,unverified,unverified,Chronogolf acquired by Lightspeed (public company),https://golfbusinessnews.com/news/corporate/lightspeed-announces-acquisition-of-chronogolf/,unverified,unverified,unverified (host blocked),"1,200+ courses; integrates GolfNow https://www.lightspeedhq.com/integrations/golfnow/"
151,Golf courses (independent / municipal),Club Caddie (Jonas Software),clubcaddie.com,https://clubcaddie.com/,unverified,unverified,unverified,$249/mo start (third-party) per https://softwarefinder.com/retail/club-caddie,self-serve public price,2019 (Detroit; Jason Pearsall & Ian Brigmann),51 (Jul 2026),https://tracxn.com/d/companies/club-caddie/__J9tNXs-9EJh1JwH88RjqfoveY6EpWlgCQCirgQIOPA8,acquired by Jonas Software (Constellation) 2020,https://tracxn.com/d/companies/club-caddie/__J9tNXs-9EJh1JwH88RjqfoveY6EpWlgCQCirgQIOPA8,unverified,unverified,unverified (host blocked),51 employees is at the threshold; no bonus.
151,Golf courses (independent / municipal),Teesnap,teesnap.com,https://www.teesnap.com/,unverified,https://www.linkedin.com/company/teesnap,unverified,$60/mo/user start (third-party) per https://www.capterra.com/p/151993/Teesnap/,self-serve public price,"2013 (Las Vegas, NV)",32,https://pitchbook.com/profiles/company/364564-45,private,https://pitchbook.com/profiles/company/364564-45,unverified,unverified,unverified (host blocked),Cloud tee sheet + POS + CRM.
151,Golf courses (independent / municipal),GolfNow / EZLinks (NBC Sports),unverified,https://www.golfcoursetechnologyreviews.org/blog/trading-tee-times-for-tech-a-deep-dive-into-golfnows-barter-model-with-paul-sampliner,unverified,unverified,unverified,"barter: software/marketing in exchange for tee times (~$94,500/yr foregone at rack rate, per source)",barter (not cash),unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Controls 90%+ of third-party tee-time market and a majority of public-course POS after EZLinks acquisition (same source). Acts as the niche gatekeeper; domain not shown.
151,Golf courses (independent / municipal),Club Prophet,unverified,https://jjkeegan.com/barter-is-the-golf-industry-benefiting-from-barter/,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),"Named among integrated alternatives '<$10,000'; domain and pricing not shown."
158,Wedding & event venues,Perfect Venue,perfectvenue.com,https://www.perfectvenue.com/pricing,unverified,unverified,https://www.perfectvenue.com/pricing,"$99/mo entry; unlimited users and locations, no setup fees",self-serve public price,2017 (San Francisco; Luke Hutchison),"26 (PitchBook); 32 (Tracxn, Aug 31 2026)",https://tracxn.com/d/companies/perfect-venue/__0LP8K3Bfqje8ZxOzUNqiXSQ0ehcp6EJYZFQPCLKsz3I,"$5.14M raised (Amity, Context, Defy, Hustle Fund)",https://pitchbook.com/profiles/company/436950-82,unverified,unverified,unverified (host blocked),Venue-specific CRM/booking with AI follow-up.
158,Wedding & event venues,Tripleseat,tripleseat.com,https://tripleseat.com/packages/,unverified,unverified,https://tripleseat.com/packages/,"unverified (quote-based, scales with volume/locations)",contact-sales,"2008 (Concord, MA; Jonathan Morse)","384 (PitchBook); 330 (Tracxn, May 2026)",https://pitchbook.com/profiles/company/51375-43,"$9.5M raised (General Atlantic, Level Equity, Dundee); listed as acquired",https://tracxn.com/d/companies/tripleseat/__OTrT6Y18HBHD64Sp5xfxkTftVW4VbVDTJlHy_eP3lCk,unverified,unverified,unverified (host blocked),"Event sales/CRM for restaurants, hotels, venues; wedding review https://www.everbridal.com/blogs/tripleseat-for-wedding-venues"
158,Wedding & event venues,Planning Pod,planningpod.com,https://www.planningpod.com/about.cfm,unverified,https://www.linkedin.com/company/planning-pod,unverified,$199/mo start per https://www.guideflow.com/blog/venue-management-software-tools (a $19.99/mo entry tier is claimed in the search summary without a clear URL: unverified),self-serve public price,"2007 (Highlands Ranch, CO; Jeff Kear & Steven Feingertz)",~16 (Jun 2025),https://tracxn.com/d/companies/planningpod/__GLKXY-IUf9A-flv6xHNNXn5NgMKjA6xbpFUpjLJbq4U,unverified,unverified,unverified,unverified,unverified (host blocked),"All-in-one venue/event management; 6,000+ event pros."
158,Wedding & event venues,Event Temple,eventtemple.com,https://www.eventtemple.com/pricing,unverified,https://ca.linkedin.com/company/event-temple,https://www.eventtemple.com/pricing,$99/mo Basic; $199/mo Professional; Enterprise custom (annual billing) per https://www.softwaresuggest.com/event-temple-venue-management,self-serve public price,2015 (Vancouver),"33 (2025, $3.6M revenue); 38-46 in other sources",https://getlatka.com/companies/eventtemple.com,PitchBook profile https://pitchbook.com/profiles/company/185507-29,unverified,unverified,unverified,unverified (host blocked),"Sales & catering for hotels, clubs, golf courses, event venues."
158,Wedding & event venues,Releventful,releventful.com,https://www.releventful.com/industries/event-venue-software,unverified,unverified,https://www.releventful.com/event-venue-software-pricing,quote-based; some tiers from $99/mo per https://softwarefinder.com/facility-management-software/releventful,contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),"Built by a family-owned venue/catering operator; onboarding estimated $5,000-$15,000 by third party."
